Feature Identifier,Feature Name,English Indices of Deprivation 2019 - LSOA Level: Indices of Deprivation = b. Income Deprivation Domain; Reference period = 2019; measure type = Score,English Indices of Deprivation 2019 - LSOA Level: Indices of Deprivation = c. Employment Deprivation Domain; Reference period = 2019; measure type = Score,"English Indices of Deprivation 2019 - LSOA Level: Indices of Deprivation = d. Education, Skills and Training Domain; Reference period = 2019; measure type = Score",English Indices of Deprivation 2019 - LSOA Level: Indices of Deprivation = e. Health Deprivation and Disability Domain; Reference period = 2019; measure type = Score,English Indices of Deprivation 2019 - LSOA Level: Indices of Deprivation = g. Barriers to Housing and Services Domain; Reference period = 2019; measure type = Score,English Indices of Deprivation 2019 - LSOA Level: Indices of Deprivation = h. Living Environment Deprivation Domain; Reference period = 2019; measure type = Score,English Indices of Deprivation 2019 - LSOA Level: Indices of Deprivation = i. Income Deprivation Affecting Children Index (IDACI); Reference period = 2019; measure type = Score,English Indices of Deprivation 2019 - LSOA Level: Indices of Deprivation = j. Income Deprivation Affecting Older People Index (IDAOPI); Reference period = 2019; measure type = Score
http://opendatacommunities.org/id/geography/administration/lsoa/E01004289,Tower Hamlets 016C,0.212,0.136,15.779,0.959,28.268,39.329,0.249,0.468
http://opendatacommunities.org/id/geography/administration/lsoa/E01004290,Tower Hamlets 016D,0.196,0.106,12.545,0.404,29.809,34.799,0.281,0.338
http://opendatacommunities.org/id/geography/administration/lsoa/E01004291,Tower Hamlets 027A,0.066,0.04,5.502,-0.435,23.963,26.702,0.127,0.162
http://opendatacommunities.org/id/geography/administration/lsoa/E01004292,Tower Hamlets 026A,0.045,0.024,3.334,-0.49,22.351,23.48,0.102,0.145
http://opendatacommunities.org/id/geography/administration/lsoa/E01004293,Tower Hamlets 027B,0.06,0.039,2.813,-0.936,21.991,32.699,0.104,0.146
http://opendatacommunities.org/id/geography/administration/lsoa/E01004294,Tower Hamlets 026B,0.146,0.084,6.7,-0.169,29.949,32.095,0.239,0.32
http://opendatacommunities.org/id/geography/administration/lsoa/E01004295,Tower Hamlets 026C,0.236,0.115,30.84,-0.125,31.822,31.168,0.242,0.477
http://opendatacommunities.org/id/geography/administration/lsoa/E01004296,Tower Hamlets 026D,0.205,0.113,14.003,-0.008,31.42,22.962,0.27,0.441
http://opendatacommunities.org/id/geography/administration/lsoa/E01004297,Tower Hamlets 027C,0.071,0.041,3.518,-0.717,21.026,26.546,0.129,0.201
http://opendatacommunities.org/id/geography/administration/lsoa/E01004298,Tower Hamlets 022A,0.281,0.15,22.931,1.019,28.729,42.885,0.273,0.727
http://opendatacommunities.org/id/geography/administration/lsoa/E01004300,Tower Hamlets 022B,0.27,0.172,22.754,0.695,29.811,26.331,0.307,0.44
http://opendatacommunities.org/id/geography/administration/lsoa/E01004301,Tower Hamlets 025B,0.268,0.122,17.606,0.359,34.098,33.159,0.235,0.763
http://opendatacommunities.org/id/geography/administration/lsoa/E01004302,Tower Hamlets 025C,0.182,0.096,27.331,-0.407,36.844,28.803,0.217,0.467
http://opendatacommunities.org/id/geography/administration/lsoa/E01004303,Tower Hamlets 025D,0.194,0.095,8.672,-0.177,30.574,29.454,0.304,0.323
http://opendatacommunities.org/id/geography/administration/lsoa/E01004304,Tower Hamlets 022C,0.271,0.145,24.368,0.515,31.027,40.973,0.325,0.527
http://opendatacommunities.org/id/geography/administration/lsoa/E01004305,Tower Hamlets 022D,0.223,0.12,19.803,0.128,31.299,37.721,0.288,0.371
http://opendatacommunities.org/id/geography/administration/lsoa/E01004306,Tower Hamlets 015A,0.217,0.13,6.227,0.628,30.649,54.406,0.234,0.561
http://opendatacommunities.org/id/geography/administration/lsoa/E01004307,Tower Hamlets 015B,0.056,0.03,11.276,-0.636,31.642,49.918,0.152,0.314
http://opendatacommunities.org/id/geography/administration/lsoa/E01004308,Tower Hamlets 015C,0.223,0.109,13.694,0.051,30.13,30.48,0.245,0.53
http://opendatacommunities.org/id/geography/administration/lsoa/E01004309,Tower Hamlets 015D,0.261,0.17,19.634,0.813,32.346,35.611,0.318,0.724
http://opendatacommunities.org/id/geography/administration/lsoa/E01004310,Tower Hamlets 015E,0.252,0.15,17.072,0.701,33.299,44.052,0.333,0.631
http://opendatacommunities.org/id/geography/administration/lsoa/E01004311,Tower Hamlets 006A,0.257,0.146,13.487,0.665,27.841,37.131,0.355,0.414
http://opendatacommunities.org/id/geography/administration/lsoa/E01004312,Tower Hamlets 009A,0.284,0.145,22.886,0.744,29.672,32.972,0.343,0.61
http://opendatacommunities.org/id/geography/administration/lsoa/E01004313,Tower Hamlets 009B,0.179,0.085,15.278,0.012,31.823,36.599,0.257,0.432
http://opendatacommunities.org/id/geography/administration/lsoa/E01004314,Tower Hamlets 006B,0.114,0.057,2.712,0.08,21.555,44.536,0.167,0.299
http://opendatacommunities.org/id/geography/administration/lsoa/E01004315,Tower Hamlets 006C,0.199,0.107,15.126,0.445,28.434,34.287,0.256,0.516
http://opendatacommunities.org/id/geography/administration/lsoa/E01004316,Tower Hamlets 009C,0.218,0.13,12.281,0.59,32.669,46.213,0.314,0.476
http://opendatacommunities.org/id/geography/administration/lsoa/E01004317,Tower Hamlets 009D,0.172,0.09,4.194,0.374,31.478,35.169,0.343,0.62
http://opendatacommunities.org/id/geography/administration/lsoa/E01004318,Tower Hamlets 006D,0.236,0.163,19.26,0.609,28.408,34.932,0.316,0.37
http://opendatacommunities.org/id/geography/administration/lsoa/E01004319,Tower Hamlets 021A,0.251,0.122,17.025,0.207,32.759,34.485,0.243,0.777
http://opendatacommunities.org/id/geography/administration/lsoa/E01004321,Tower Hamlets 021C,0.264,0.136,13.022,0.159,32.984,34.102,0.316,0.652
http://opendatacommunities.org/id/geography/administration/lsoa/E01004322,Tower Hamlets 017A,0.192,0.114,11.588,0.358,30.651,38.304,0.209,0.561
http://opendatacommunities.org/id/geography/administration/lsoa/E01004323,Tower Hamlets 017B,0.201,0.095,11.422,0.844,29.256,24.016,0.238,0.707
http://opendatacommunities.org/id/geography/administration/lsoa/E01004324,Tower Hamlets 017C,0.224,0.128,31.04,1.239,32.236,32.97,0.19,0.762
http://opendatacommunities.org/id/geography/administration/lsoa/E01004325,Tower Hamlets 021D,0.118,0.044,5.863,-0.259,34.692,76.669,0.268,0.578
http://opendatacommunities.org/id/geography/administration/lsoa/E01004326,Tower Hamlets 017D,0.162,0.077,11.803,-0.1,30.032,39.698,0.211,0.432
http://opendatacommunities.org/id/geography/administration/lsoa/E01004327,Waltham Forest 028A,0.205,0.125,15.653,-0.146,40.413,33.794,0.248,0.349
http://opendatacommunities.org/id/geography/administration/lsoa/E01004328,Waltham Forest 028B,0.116,0.067,13.867,-0.395,36.418,54.277,0.158,0.191
http://opendatacommunities.org/id/geography/administration/lsoa/E01004329,Waltham Forest 028C,0.138,0.076,17.384,-0.087,38.51,44.211,0.199,0.241
http://opendatacommunities.org/id/geography/administration/lsoa/E01004330,Waltham Forest 028D,0.096,0.047,9.942,-0.751,32.208,45.274,0.13,0.194
http://opendatacommunities.org/id/geography/administration/lsoa/E01004331,Waltham Forest 028E,0.153,0.078,16.202,-0.203,42.216,32.482,0.228,0.272
http://opendatacommunities.org/id/geography/administration/lsoa/E01004332,Waltham Forest 028F,0.145,0.086,19.068,0.662,40.628,36.146,0.173,0.316
http://opendatacommunities.org/id/geography/administration/lsoa/E01004333,Waltham Forest 024A,0.179,0.097,15.028,0.176,44.426,26.464,0.186,0.383
http://opendatacommunities.org/id/geography/administration/lsoa/E01004334,Waltham Forest 024B,0.322,0.178,30.023,0.633,45.422,22.907,0.37,0.497
http://opendatacommunities.org/id/geography/administration/lsoa/E01004335,Waltham Forest 027A,0.273,0.161,27.776,0.485,43.381,31.142,0.295,0.416
http://opendatacommunities.org/id/geography/administration/lsoa/E01004336,Waltham Forest 026A,0.125,0.075,20.331,-0.486,43.507,36.357,0.163,0.279
http://opendatacommunities.org/id/geography/administration/lsoa/E01004337,Waltham Forest 027B,0.169,0.086,18.937,-0.037,43.055,32.445,0.22,0.371
http://opendatacommunities.org/id/geography/administration/lsoa/E01004338,Waltham Forest 027C,0.113,0.06,9.376,-0.517,38.84,40.248,0.138,0.252
http://opendatacommunities.org/id/geography/administration/lsoa/E01004339,Waltham Forest 027D,0.13,0.073,13.282,-0.533,50.338,36.545,0.166,0.218
http://opendatacommunities.org/id/geography/administration/lsoa/E01004340,Waltham Forest 027E,0.265,0.182,21.854,0.778,44.528,29.089,0.319,0.423
http://opendatacommunities.org/id/geography/administration/lsoa/E01004341,Waltham Forest 027F,0.203,0.121,20.278,0.08,43.289,31.812,0.236,0.33
http://opendatacommunities.org/id/geography/administration/lsoa/E01004342,Waltham Forest 011A,0.125,0.07,17.028,-0.197,40.612,31.994,0.163,0.237
http://opendatacommunities.org/id/geography/administration/lsoa/E01004343,Waltham Forest 008A,0.086,0.061,9.478,-0.668,30.34,34.693,0.102,0.125
http://opendatacommunities.org/id/geography/administration/lsoa/E01004344,Waltham Forest 008B,0.157,0.081,21.7,-0.275,53.481,36.74,0.2,0.207
http://opendatacommunities.org/id/geography/administration/lsoa/E01004345,Waltham Forest 010A,0.117,0.076,16.451,-0.315,32.708,38.391,0.162,0.151
http://opendatacommunities.org/id/geography/administration/lsoa/E01004346,Waltham Forest 011B,0.126,0.056,14.492,-0.55,27.715,33.167,0.162,0.141
http://opendatacommunities.org/id/geography/administration/lsoa/E01004347,Waltham Forest 011C,0.1,0.056,8.445,-0.641,31.991,29.731,0.133,0.157
http://opendatacommunities.org/id/geography/administration/lsoa/E01004348,Waltham Forest 010B,0.122,0.06,13.198,-0.893,36.954,31.663,0.175,0.217
http://opendatacommunities.org/id/geography/administration/lsoa/E01004349,Waltham Forest 001A,0.184,0.108,25.715,-0.476,47.777,26.854,0.247,0.205
http://opendatacommunities.org/id/geography/administration/lsoa/E01004350,Waltham Forest 001B,0.186,0.099,16.046,0.202,43.184,39.94,0.272,0.215
http://opendatacommunities.org/id/geography/administration/lsoa/E01004351,Waltham Forest 001C,0.095,0.073,11.758,-0.354,28.053,25.236,0.153,0.093
http://opendatacommunities.org/id/geography/administration/lsoa/E01004352,Waltham Forest 002A,0.041,0.048,4.192,-0.773,24.653,23.031,0.06,0.059
http://opendatacommunities.org/id/geography/administration/lsoa/E01004353,Waltham Forest 002B,0.088,0.075,12.874,-0.637,33.377,18.579,0.121,0.094
http://opendatacommunities.org/id/geography/administration/lsoa/E01004354,Waltham Forest 002C,0.073,0.051,11.533,-0.337,23.831,27.656,0.114,0.082
http://opendatacommunities.org/id/geography/administration/lsoa/E01004355,Waltham Forest 004A,0.161,0.108,17.715,-0.154,42.99,20.492,0.227,0.166
http://opendatacommunities.org/id/geography/administration/lsoa/E01004356,Waltham Forest 001D,0.172,0.112,22.036,-0.411,39.01,21.536,0.262,0.178
http://opendatacommunities.org/id/geography/administration/lsoa/E01004357,Waltham Forest 001E,0.124,0.081,15.75,-0.642,31.493,19.608,0.18,0.117
http://opendatacommunities.org/id/geography/administration/lsoa/E01004358,Waltham Forest 002D,0.147,0.104,9.553,-0.007,37.076,18.691,0.231,0.177
http://opendatacommunities.org/id/geography/administration/lsoa/E01004359,Waltham Forest 002E,0.088,0.065,11.412,-0.582,21.512,23.397,0.128,0.096
http://opendatacommunities.org/id/geography/administration/lsoa/E01004360,Waltham Forest 004B,0.055,0.064,13.291,-0.483,26.819,22.266,0.081,0.055
http://opendatacommunities.org/id/geography/administration/lsoa/E01004361,Waltham Forest 005A,0.079,0.054,17.65,-0.786,28.846,36.556,0.151,0.075
http://opendatacommunities.org/id/geography/administration/lsoa/E01004362,Waltham Forest 021A,0.102,0.08,8.647,-0.133,38.232,43.409,0.116,0.17
http://opendatacommunities.org/id/geography/administration/lsoa/E01004363,Waltham Forest 019A,0.124,0.072,12.104,-0.207,31.797,35.437,0.171,0.175
http://opendatacommunities.org/id/geography/administration/lsoa/E01004364,Waltham Forest 019B,0.193,0.117,19.528,0.011,41.241,37.988,0.214,0.278
http://opendatacommunities.org/id/geography/administration/lsoa/E01004365,Waltham Forest 020A,0.176,0.075,27.292,-0.039,46.279,35.412,0.242,0.43
http://opendatacommunities.org/id/geography/administration/lsoa/E01004366,Waltham Forest 019C,0.102,0.068,11.664,-0.215,29.993,43.608,0.125,0.159
http://opendatacommunities.org/id/geography/administration/lsoa/E01004367,Waltham Forest 019D,0.139,0.098,21.071,-0.045,33.59,39.226,0.144,0.253
http://opendatacommunities.org/id/geography/administration/lsoa/E01004368,Waltham Forest 019E,0.11,0.073,13.628,-0.067,36.811,35.964,0.114,0.253
http://opendatacommunities.org/id/geography/administration/lsoa/E01004369,Waltham Forest 023A,0.108,0.044,16.478,-0.392,34.26,26.508,0.147,0.297
http://opendatacommunities.org/id/geography/administration/lsoa/E01004370,Waltham Forest 023B,0.07,0.043,10.729,-0.869,33.239,37.648,0.056,0.226
http://opendatacommunities.org/id/geography/administration/lsoa/E01004371,Waltham Forest 025A,0.116,0.077,11.854,-0.356,33.237,44.729,0.143,0.192
http://opendatacommunities.org/id/geography/administration/lsoa/E01004372,Waltham Forest 023C,0.056,0.03,9.16,-0.576,28.659,41.33,0.069,0.168
http://opendatacommunities.org/id/geography/administration/lsoa/E01004373,Waltham Forest 025B,0.119,0.071,18.795,-0.006,41.663,53.813,0.135,0.268
http://opendatacommunities.org/id/geography/administration/lsoa/E01004374,Waltham Forest 025C,0.1,0.062,7.198,-0.437,36.489,36.324,0.1,0.237
http://opendatacommunities.org/id/geography/administration/lsoa/E01004375,Waltham Forest 025D,0.114,0.064,9.337,-0.327,38.376,39.45,0.14,0.254
http://opendatacommunities.org/id/geography/administration/lsoa/E01004376,Waltham Forest 025E,0.098,0.064,13.95,0.163,38.876,44.289,0.104,0.245
http://opendatacommunities.org/id/geography/administration/lsoa/E01004377,Waltham Forest 010C,0.114,0.072,13.54,-0.285,26.268,34.626,0.192,0.083
http://opendatacommunities.org/id/geography/administration/lsoa/E01004378,Waltham Forest 010D,0.13,0.097,17.686,-0.62,35.03,36.043,0.177,0.151
http://opendatacommunities.org/id/geography/administration/lsoa/E01004379,Waltham Forest 007A,0.061,0.048,8.846,-0.756,20.128,29.735,0.086,0.119
http://opendatacommunities.org/id/geography/administration/lsoa/E01004380,Waltham Forest 007B,0.148,0.086,15.609,-0.242,30.736,30.229,0.224,0.135
http://opendatacommunities.org/id/geography/administration/lsoa/E01004381,Waltham Forest 007C,0.105,0.061,7.405,-0.705,23.975,34.205,0.149,0.148
http://opendatacommunities.org/id/geography/administration/lsoa/E01004382,Waltham Forest 008C,0.289,0.166,28.481,0.161,45.66,24.742,0.393,0.259
http://opendatacommunities.org/id/geography/administration/lsoa/E01004383,Waltham Forest 007D,0.099,0.07,13.598,-0.43,22.947,27.387,0.126,0.115
http://opendatacommunities.org/id/geography/administration/lsoa/E01004384,Waltham Forest 003A,0.197,0.151,32.855,0.62,32.905,23.46,0.24,0.208
http://opendatacommunities.org/id/geography/administration/lsoa/E01004385,Waltham Forest 003B,0.214,0.16,20.968,0.089,35.785,25.139,0.256,0.21
http://opendatacommunities.org/id/geography/administration/lsoa/E01004386,Waltham Forest 003C,0.046,0.05,9.776,-0.675,20.168,22.272,0.072,0.05
http://opendatacommunities.org/id/geography/administration/lsoa/E01004387,Waltham Forest 007E,0.034,0.037,6.722,-0.925,23.125,20.874,0.056,0.051
http://opendatacommunities.org/id/geography/administration/lsoa/E01004388,Waltham Forest 007F,0.119,0.095,9.876,-0.052,27.532,24.751,0.173,0.122
http://opendatacommunities.org/id/geography/administration/lsoa/E01004389,Waltham Forest 003D,0.204,0.146,26.7,-0.002,36.402,27.252,0.256,0.196
http://opendatacommunities.org/id/geography/administration/lsoa/E01004390,Waltham Forest 003E,0.223,0.155,34.743,0.511,36.566,23.299,0.257,0.248
http://opendatacommunities.org/id/geography/administration/lsoa/E01004391,Waltham Forest 014A,0.146,0.076,11.465,-0.224,30.062,30.521,0.209,0.254
http://opendatacommunities.org/id/geography/administration/lsoa/E01004392,Waltham Forest 017A,0.135,0.076,18.428,-0.023,36.387,47.562,0.17,0.314
http://opendatacommunities.org/id/geography/administration/lsoa/E01004393,Waltham Forest 014B,0.139,0.065,10.747,0.082,40.519,33.733,0.254,0.285
http://opendatacommunities.org/id/geography/administration/lsoa/E01004394,Waltham Forest 017B,0.219,0.153,16.448,0.661,39.736,31.787,0.248,0.349
http://opendatacommunities.org/id/geography/administration/lsoa/E01004395,Waltham Forest 018A,0.097,0.061,8.169,-0.303,28.791,36.361,0.098,0.187
http://opendatacommunities.org/id/geography/administration/lsoa/E01004396,Waltham Forest 012A,0.124,0.063,13.352,-0.424,32.408,45.536,0.131,0.268
http://opendatacommunities.org/id/geography/administration/lsoa/E01004397,Waltham Forest 017C,0.151,0.073,7.911,-0.631,38.735,37.09,0.192,0.382
http://opendatacommunities.org/id/geography/administration/lsoa/E01004398,Waltham Forest 009A,0.263,0.162,27.457,0.55,39.139,30.857,0.283,0.424
http://opendatacommunities.org/id/geography/administration/lsoa/E01004399,Waltham Forest 009B,0.313,0.196,32.56,0.284,41.613,36.676,0.375,0.384
http://opendatacommunities.org/id/geography/administration/lsoa/E01004400,Waltham Forest 009C,0.18,0.114,20.914,-0.07,33.392,43.839,0.215,0.298
http://opendatacommunities.org/id/geography/administration/lsoa/E01004401,Waltham Forest 014C,0.123,0.086,23.565,-0.03,34.162,27.297,0.167,0.179
http://opendatacommunities.org/id/geography/administration/lsoa/E01004402,Waltham Forest 009D,0.228,0.133,21.448,-0.39,34.922,44.82,0.245,0.329
http://opendatacommunities.org/id/geography/administration/lsoa/E01004403,Waltham Forest 009E,0.182,0.097,27.794,0.052,36.449,38.272,0.233,0.267
http://opendatacommunities.org/id/geography/administration/lsoa/E01004404,Waltham Forest 014D,0.191,0.114,20.966,0.34,38.31,29.398,0.266,0.348
http://opendatacommunities.org/id/geography/administration/lsoa/E01004405,Waltham Forest 020B,0.153,0.108,14.527,0.128,40.764,38.237,0.142,0.323
http://opendatacommunities.org/id/geography/administration/lsoa/E01004406,Waltham Forest 016A,0.104,0.063,12.086,-0.078,37.76,52.112,0.14,0.258
http://opendatacommunities.org/id/geography/administration/lsoa/E01004407,Waltham Forest 013A,0.242,0.228,29.712,0.124,39.784,33.091,0.169,0.392
http://opendatacommunities.org/id/geography/administration/lsoa/E01004408,Waltham Forest 016B,0.149,0.084,6.494,-0.045,31.584,37.404,0.204,0.244
http://opendatacommunities.org/id/geography/administration/lsoa/E01004409,Waltham Forest 016C,0.175,0.101,9.359,0.089,37.673,34.327,0.173,0.394
http://opendatacommunities.org/id/geography/administration/lsoa/E01004410,Waltham Forest 013B,0.24,0.138,17.812,0.313,38.338,26.62,0.265,0.384
http://opendatacommunities.org/id/geography/administration/lsoa/E01004411,Waltham Forest 016D,0.145,0.077,12.203,0.302,36.749,36.317,0.194,0.329
http://opendatacommunities.org/id/geography/administration/lsoa/E01004412,Waltham Forest 015A,0.116,0.076,6.63,-0.761,34.334,32.632,0.156,0.2
http://opendatacommunities.org/id/geography/administration/lsoa/E01004413,Waltham Forest 004C,0.19,0.131,34.441,0.732,34.35,23.385,0.194,0.314
http://opendatacommunities.org/id/geography/administration/lsoa/E01004414,Waltham Forest 005B,0.129,0.085,17.7,-0.243,26.335,26.507,0.198,0.12
http://opendatacommunities.org/id/geography/administration/lsoa/E01004415,Waltham Forest 004D,0.165,0.104,28.232,0.197,31.781,20.425,0.203,0.268
http://opendatacommunities.org/id/geography/administration/lsoa/E01004416,Waltham Forest 004E,0.113,0.101,18.49,-0.035,36.079,24.11,0.114,0.159
http://opendatacommunities.org/id/geography/administration/lsoa/E01004417,Waltham Forest 005C,0.13,0.09,16.717,-0.108,30.917,32.189,0.16,0.185
http://opendatacommunities.org/id/geography/administration/lsoa/E01004418,Waltham Forest 008D,0.123,0.072,15.661,-0.448,30.167,31.604,0.203,0.157
http://opendatacommunities.org/id/geography/administration/lsoa/E01004419,Waltham Forest 008E,0.086,0.062,15.201,-0.713,38.421,49.508,0.1,0.125
http://opendatacommunities.org/id/geography/administration/lsoa/E01004420,Waltham Forest 020C,0.244,0.156,22.385,0.529,45.704,45.288,0.273,0.448
http://opendatacommunities.org/id/geography/administration/lsoa/E01004421,Waltham Forest 018B,0.157,0.102,16.363,-0.504,35.785,37.892,0.156,0.189
http://opendatacommunities.org/id/geography/administration/lsoa/E01004422,Waltham Forest 022A,0.152,0.095,31.377,-0.572,36.777,35.816,0.2,0.187
http://opendatacommunities.org/id/geography/administration/lsoa/E01004423,Waltham Forest 020D,0.181,0.118,22.109,0.762,45.604,46.555,0.185,0.362
http://opendatacommunities.org/id/geography/administration/lsoa/E01004424,Waltham Forest 022B,0.218,0.157,23.475,0.323,42.96,44.779,0.201,0.373
http://opendatacommunities.org/id/geography/administration/lsoa/E01004425,Waltham Forest 022C,0.189,0.096,16.785,-0.264,35.847,36.586,0.262,0.296
http://opendatacommunities.org/id/geography/administration/lsoa/E01004426,Waltham Forest 022D,0.14,0.082,17.798,-0.174,35.139,41.055,0.159,0.17
http://opendatacommunities.org/id/geography/administration/lsoa/E01004427,Waltham Forest 022E,0.123,0.064,19.776,-0.557,41.909,33.224,0.166,0.218
http://opendatacommunities.org/id/geography/administration/lsoa/E01004428,Waltham Forest 026B,0.308,0.192,23.178,0.2,41.067,20.049,0.334,0.402
http://opendatacommunities.org/id/geography/administration/lsoa/E01004429,Waltham Forest 026C,0.141,0.102,16.05,-0.193,40.975,24.029,0.156,0.286
http://opendatacommunities.org/id/geography/administration/lsoa/E01004430,Waltham Forest 026D,0.112,0.062,9.727,0.075,40.062,44.661,0.157,0.274
http://opendatacommunities.org/id/geography/administration/lsoa/E01004432,Waltham Forest 023D,0.146,0.081,12.687,-0.25,35.935,46.536,0.171,0.194
http://opendatacommunities.org/id/geography/administration/lsoa/E01004434,Waltham Forest 026E,0.186,0.115,21.169,-0.239,41.362,28.763,0.236,0.265
http://opendatacommunities.org/id/geography/administration/lsoa/E01004435,Waltham Forest 023E,0.151,0.103,20.992,0.127,43.022,35.223,0.14,0.337
http://opendatacommunities.org/id/geography/administration/lsoa/E01004436,Waltham Forest 021B,0.12,0.091,10.635,-0.261,43.173,47.287,0.128,0.233
http://opendatacommunities.org/id/geography/administration/lsoa/E01004437,Waltham Forest 021C,0.154,0.101,11.406,-0.065,36.713,43.814,0.197,0.317
http://opendatacommunities.org/id/geography/administration/lsoa/E01004438,Waltham Forest 024C,0.1,0.067,7.959,-0.099,35.797,42.095,0.113,0.22
http://opendatacommunities.org/id/geography/administration/lsoa/E01004439,Waltham Forest 021D,0.127,0.06,10.623,-0.15,35.117,32.069,0.161,0.29
http://opendatacommunities.org/id/geography/administration/lsoa/E01004440,Waltham Forest 024D,0.106,0.082,12.115,-0.312,34.744,60.375,0.107,0.223
http://opendatacommunities.org/id/geography/administration/lsoa/E01004441,Waltham Forest 024E,0.094,0.056,6.465,-0.628,35.225,48.155,0.109,0.204
http://opendatacommunities.org/id/geography/administration/lsoa/E01004442,Waltham Forest 021E,0.073,0.051,5.298,-0.581,30.69,42.424,0.082,0.202
http://opendatacommunities.org/id/geography/administration/lsoa/E01004443,Waltham Forest 016E,0.17,0.107,16.311,0.176,38.204,35.343,0.206,0.295
http://opendatacommunities.org/id/geography/administration/lsoa/E01004444,Waltham Forest 017D,0.22,0.118,22.07,0.262,44.015,33.984,0.291,0.336
http://opendatacommunities.org/id/geography/administration/lsoa/E01004445,Waltham Forest 018C,0.168,0.097,18.24,0.391,37.721,30.811,0.221,0.33
http://opendatacommunities.org/id/geography/administration/lsoa/E01004446,Waltham Forest 017E,0.14,0.085,16.164,-0.422,34.379,41.556,0.163,0.244
http://opendatacommunities.org/id/geography/administration/lsoa/E01004447,Waltham Forest 016F,0.098,0.059,15.046,-0.77,32.961,36.406,0.128,0.208
http://opendatacommunities.org/id/geography/administration/lsoa/E01004448,Waltham Forest 018D,0.136,0.101,17.869,-0.203,37.508,33.466,0.155,0.217
http://opendatacommunities.org/id/geography/administration/lsoa/E01004449,Waltham Forest 018E,0.333,0.202,33.345,0.176,42.477,18.525,0.361,0.502
http://opendatacommunities.org/id/geography/administration/lsoa/E01004450,Waltham Forest 006A,0.072,0.066,17.126,-0.382,27.43,31.112,0.071,0.1
http://opendatacommunities.org/id/geography/administration/lsoa/E01004451,Waltham Forest 005D,0.097,0.065,19.688,-1.072,28.234,27.973,0.173,0.111
http://opendatacommunities.org/id/geography/administration/lsoa/E01004452,Waltham Forest 005E,0.153,0.105,26.119,-0.202,30.022,31.047,0.223,0.162
http://opendatacommunities.org/id/geography/administration/lsoa/E01004453,Waltham Forest 006B,0.122,0.083,18.717,-0.15,44.177,33.76,0.149,0.204
http://opendatacommunities.org/id/geography/administration/lsoa/E01004454,Waltham Forest 006C,0.15,0.082,19.502,-0.192,42.236,29.576,0.203,0.178
http://opendatacommunities.org/id/geography/administration/lsoa/E01004455,Waltham Forest 006D,0.178,0.112,23.613,-0.091,32.796,27.644,0.218,0.246
http://opendatacommunities.org/id/geography/administration/lsoa/E01004456,Waltham Forest 006E,0.313,0.216,31.377,0.345,38.497,19.263,0.349,0.319
http://opendatacommunities.org/id/geography/administration/lsoa/E01004457,Waltham Forest 012B,0.14,0.09,7.223,-0.267,30.198,32.514,0.152,0.319
http://opendatacommunities.org/id/geography/administration/lsoa/E01004458,Waltham Forest 012C,0.165,0.09,22.119,-0.166,34.375,41.086,0.232,0.237
http://opendatacommunities.org/id/geography/administration/lsoa/E01004459,Waltham Forest 012D,0.334,0.189,38.753,0.084,42.153,19.831,0.348,0.491
http://opendatacommunities.org/id/geography/administration/lsoa/E01004460,Waltham Forest 011D,0.175,0.107,17.653,0.595,35.749,37.218,0.18,0.357
http://opendatacommunities.org/id/geography/administration/lsoa/E01004461,Waltham Forest 014E,0.095,0.051,10.702,-0.964,35.03,35.588,0.132,0.135
http://opendatacommunities.org/id/geography/administration/lsoa/E01004462,Waltham Forest 011E,0.128,0.083,11.829,0.095,40.949,34.836,0.131,0.33
http://opendatacommunities.org/id/geography/administration/lsoa/E01004463,Waltham Forest 012E,0.107,0.054,12.376,-0.721,29.96,26.157,0.156,0.209
http://opendatacommunities.org/id/geography/administration/lsoa/E01004464,Waltham Forest 013C,0.271,0.152,25.599,0.161,42.565,23.984,0.348,0.315
http://opendatacommunities.org/id/geography/administration/lsoa/E01004465,Waltham Forest 015B,0.113,0.081,7.706,-0.07,27.235,37.062,0.121,0.15
http://opendatacommunities.org/id/geography/administration/lsoa/E01004466,Waltham Forest 015C,0.101,0.054,6.302,-0.28,25.677,35.318,0.115,0.233
http://opendatacommunities.org/id/geography/administration/lsoa/E01004467,Waltham Forest 015D,0.197,0.109,14.844,0.096,42.758,42.568,0.242,0.356
http://opendatacommunities.org/id/geography/administration/lsoa/E01004468,Waltham Forest 015E,0.085,0.058,9.203,-0.588,37.992,35.718,0.105,0.137
http://opendatacommunities.org/id/geography/administration/lsoa/E01004469,Waltham Forest 013D,0.264,0.184,23.548,0.139,49.269,24.582,0.293,0.391
http://opendatacommunities.org/id/geography/administration/lsoa/E01004470,Waltham Forest 013E,0.173,0.126,26.004,0.104,39.361,45.629,0.196,0.283
http://opendatacommunities.org/id/geography/administration/lsoa/E01004471,Waltham Forest 013F,0.208,0.111,15.444,0.17,40.118,49.79,0.269,0.313
http://opendatacommunities.org/id/geography/administration/lsoa/E01004472,Wandsworth 021A,0.051,0.032,4.336,-0.563,19.054,25.822,0.057,0.169
http://opendatacommunities.org/id/geography/administration/lsoa/E01004473,Wandsworth 026A,0.079,0.052,0.344,-0.093,21.314,27.068,0.054,0.29
http://opendatacommunities.org/id/geography/administration/lsoa/E01004474,Wandsworth 021B,0.104,0.059,8.914,-0.109,26.394,33.367,0.174,0.439
